"Timepoint","c_Viruses","Replicate","Station_Number","Sample_Type","Location","Depth"
1,3.44595560839963,2,685,"VP",1,1
1,3.14503787171373,3,685,"VP",1,1
1,3.25686949040215,4,685,"VPC",1,1
1,4.11391394697039,5,685,"VPC",1,1
1,3.18865601856419,6,685,"VPC",1,1
2,3.01919886159903,1,685,"VP",1,1
2,5.56435468387944,2,685,"VP",1,1
2,4.35688654925788,3,685,"VP",1,1
2,3.14322708870668,4,685,"VPC",1,1
2,3.98428372055213,5,685,"VPC",1,1
2,5.23401415038625,6,685,"VPC",1,1
3,2.06871422200834,1,685,"VP",1,1
3,2.60786062344604,2,685,"VP",1,1
3,3.64871300091008,3,685,"VP",1,1
3,3.94780830343616,4,685,"VPC",1,1
3,3.64800913448048,5,685,"VPC",1,1
3,4.17470093242881,6,685,"VPC",1,1
4,4.7140831137674,1,685,"VP",1,1
4,3.44670078493943,2,685,"VP",1,1
4,4.2952670395182,3,685,"VP",1,1
4,3.94994853638475,4,685,"VPC",1,1
4,3.01430667446446,5,685,"VPC",1,1
4,2.77171803597435,6,685,"VPC",1,1
5,2.85938834335855,1,685,"VP",1,1
5,3.5482503230621,2,685,"VP",1,1
5,2.80543559103911,3,685,"VP",1,1
5,4.91872354675106,4,685,"VPC",1,1
5,2.12564731103862,5,685,"VPC",1,1
5,3.71169820725633,6,685,"VPC",1,1
6,3.63588614842726,1,685,"VP",1,1
6,2.81751664615995,2,685,"VP",1,1
6,2.49589708855261,3,685,"VP",1,1
6,2.97710360958634,4,685,"VPC",1,1
6,3.23496426664279,5,685,"VPC",1,1
6,2.96236826241581,6,685,"VPC",1,1
1,5.8892636242271,1,686,"VP",1,1
1,3.67757491490186,2,686,"VP",1,1
1,3.75994780194422,3,686,"VP",1,1
1,4.59712094154681,4,686,"VPC",1,1
1,5.08587095247589,5,686,"VPC",1,1
1,5.48495808914158,6,686,"VPC",1,1
2,2.74152778393472,1,686,"VP",1,1
2,3.66492991750237,2,686,"VP",1,1
2,2.81024693484993,3,686,"VP",1,1
2,3.31078387444184,4,686,"VPC",1,1
2,2.62290087616763,5,686,"VPC",1,1
2,4.22377446215984,6,686,"VPC",1,1
3,2.33257812812852,1,686,"VP",1,1
3,3.50932845795568,2,686,"VP",1,1
3,3.84708810669801,3,686,"VP",1,1
3,3.30603614112814,4,686,"VPC",1,1
3,3.67983002923933,5,686,"VPC",1,1
3,2.86641206296682,6,686,"VPC",1,1
4,3.51530254784342,1,686,"VP",1,1
4,2.64796164892362,2,686,"VP",1,1
4,4.38527075848707,3,686,"VP",1,1
4,3.56692710854942,4,686,"VPC",1,1
4,5.29610109500122,5,686,"VPC",1,1
4,3.36748064664341,6,686,"VPC",1,1
5,3.71511088272894,1,686,"VP",1,1
5,2.84154195877457,2,686,"VP",1,1
5,4.01769626479118,3,686,"VP",1,1
5,2.41551452138042,4,686,"VPC",1,1
5,2.76559040327673,5,686,"VPC",1,1
5,2.85837134893298,6,686,"VPC",1,1
6,4.34649176962921,1,686,"VP",1,1
6,3.79575133647187,2,686,"VP",1,1
6,3.76024370263477,3,686,"VP",1,1
6,3.49245112346693,4,686,"VPC",1,1
6,2.84443750793215,5,686,"VPC",1,1
6,3.19521081557638,6,686,"VPC",1,1
1,2.47041733915707,1,687,"VP",1,1
1,2.98243218014282,2,687,"VP",1,1
1,2.33169175514358,3,687,"VP",1,1
1,3.18349902250829,4,687,"VPC",1,1
1,2.58004536289849,5,687,"VPC",1,1
1,3.15047536656952,6,687,"VPC",1,1
2,2.83214982856117,1,687,"VP",1,1
2,3.51396890968439,2,687,"VP",1,1
2,3.24541246324293,3,687,"VP",1,1
2,3.56716080228185,4,687,"VPC",1,1
2,2.7342558485961,5,687,"VPC",1,1
2,4.13052483266892,6,687,"VPC",1,1
3,3.57988384299004,1,687,"VP",1,1
3,4.57684168127689,2,687,"VP",1,1
3,4.00854516517006,3,687,"VP",1,1
3,4.08556965956371,4,687,"VPC",1,1
3,3.18352577831207,5,687,"VPC",1,1
3,5.72242523716061,6,687,"VPC",1,1
4,2.55379348646713,1,687,"VP",1,1
4,2.99478258072187,2,687,"VP",1,1
4,3.06139202124134,3,687,"VP",1,1
4,2.61423852884023,4,687,"VPC",1,1
4,2.89515716544183,5,687,"VPC",1,1
4,3.0224824531802,6,687,"VPC",1,1
5,3.13519777751837,1,687,"VP",1,1
5,3.39370419949904,2,687,"VP",1,1
5,2.55421151792999,3,687,"VP",1,1
5,4.81619329868101,4,687,"VPC",1,1
5,3.15269736421972,5,687,"VPC",1,1
5,3.68478796908238,6,687,"VPC",1,1
6,4.52282632782132,1,687,"VP",1,1
6,3.22442947312516,2,687,"VP",1,1
6,3.69467431250383,3,687,"VP",1,1
6,2.95094090112873,4,687,"VPC",1,1
6,3.59361094886091,5,687,"VPC",1,1
6,3.25593976702256,6,687,"VPC",1,1
1,4.46050036679747,1,688,"VP",1,1
1,2.03660102075505,2,688,"VP",1,1
1,5.70836026841346,3,688,"VP",1,1
1,2.01864220943273,4,688,"VPC",1,1
1,3.94611765547433,5,688,"VPC",1,1
1,2.04791452385995,6,688,"VPC",1,1
2,2.6958272434308,1,688,"VP",1,1
2,4.5354029816031,2,688,"VP",1,1
2,3.74359701098665,3,688,"VP",1,1
2,3.02454483132222,4,688,"VPC",1,1
2,3.72307355478171,5,688,"VPC",1,1
2,4.84499298384902,6,688,"VPC",1,1
3,3.07088052023291,1,688,"VP",1,1
3,2.29796852704039,2,688,"VP",1,1
3,2.70771807722081,3,688,"VP",1,1
3,2.39079951718345,4,688,"VPC",1,1
3,2.86383879693981,5,688,"VPC",1,1
3,2.51898538611626,6,688,"VPC",1,1
4,2.79224450396333,1,688,"VP",1,1
4,3.62166138464975,2,688,"VP",1,1
4,2.7574123470819,3,688,"VP",1,1
4,4.03695947868395,4,688,"VPC",1,1
4,2.7793114908633,5,688,"VPC",1,1
4,2.55204638465495,6,688,"VPC",1,1
5,4.91872727616198,1,688,"VP",1,1
5,3.23949547151907,2,688,"VP",1,1
5,2.93282199209018,3,688,"VP",1,1
5,5.13392777064886,4,688,"VPC",1,1
5,5.19003182954056,5,688,"VPC",1,1
5,4.43416949204368,6,688,"VPC",1,1
6,3.6747170937728,1,688,"VP",1,1
6,4.64506804881122,2,688,"VP",1,1
6,4.80423375224508,3,688,"VP",1,1
6,3.58677778124649,4,688,"VPC",1,1
6,3.80980035230183,5,688,"VPC",1,1
6,3.82232731531039,6,688,"VPC",1,1
1,2.66586230771857,1,689,"VP",1,1
1,3.22702986525429,2,689,"VP",1,1
1,2.7669081551717,3,689,"VP",1,1
1,4.72404881453188,4,689,"VPC",1,1
1,3.02018090146326,5,689,"VPC",1,1
1,3.89551589862432,6,689,"VPC",1,1
2,2.63497023109664,1,689,"VP",1,1
2,3.72210468702407,2,689,"VP",1,1
2,3.31718232100343,3,689,"VP",1,1
2,5.3840619475237,4,689,"VPC",1,1
2,2.77555927124002,5,689,"VPC",1,1
2,6.13693351538597,6,689,"VPC",1,1
3,3.08732821202745,1,689,"VP",1,1
3,2.86213672544946,2,689,"VP",1,1
3,3.37188665448557,3,689,"VP",1,1
3,2.35551627098306,4,689,"VPC",1,1
3,2.29635119209027,5,689,"VPC",1,1
3,2.82529278225681,6,689,"VPC",1,1
4,3.29585513208113,1,689,"VP",1,1
4,2.16476739726014,2,689,"VP",1,1
4,3.59927865098825,3,689,"VP",1,1
4,2.16064965867356,4,689,"VPC",1,1
4,4.48796850671707,5,689,"VPC",1,1
4,2.15589322302557,6,689,"VPC",1,1
5,3.85596182259255,1,689,"VP",1,1
5,3.10483949783292,2,689,"VP",1,1
5,4.69570050976705,3,689,"VP",1,1
5,2.86223661173883,4,689,"VPC",1,1
5,3.67410592469398,5,689,"VPC",1,1
5,2.90473820355006,6,689,"VPC",1,1
6,4.47081421293479,1,689,"VP",1,1
6,4.14493873667432,2,689,"VP",1,1
6,4.61869517698514,3,689,"VP",1,1
6,2.86005565538463,4,689,"VPC",1,1
6,2.88653856802201,5,689,"VPC",1,1
6,4.21033688810575,6,689,"VPC",1,1
1,4.57510051727007,1,690,"VP",1,1
1,3.41172979882286,2,690,"VP",1,1
1,4.1626262814943,3,690,"VP",1,1
1,2.91650052811124,4,690,"VPC",1,1
1,3.22561292864837,5,690,"VPC",1,1
1,2.78261968394004,6,690,"VPC",1,1
2,2.61073949221669,1,690,"VP",1,1
2,4.06323089951701,2,690,"VP",1,1
2,2.75967890350152,3,690,"VP",1,1
2,3.03138822994585,4,690,"VPC",1,1
2,3.16479588729481,5,690,"VPC",1,1
2,4.56141843381779,6,690,"VPC",1,1
3,4.75690705174313,1,690,"VP",1,1
3,2.20041939337515,2,690,"VP",1,1
3,2.93143688700832,3,690,"VP",1,1
3,2.26681354850037,4,690,"VPC",1,1
3,4.84407565750585,5,690,"VPC",1,1
3,2.25506088880551,6,690,"VPC",1,1
4,3.42178590561088,1,690,"VP",1,1
4,3.33290167195617,2,690,"VP",1,1
4,3.03431154595405,3,690,"VP",1,1
4,2.19023447946817,4,690,"VPC",1,1
4,2.71458436496664,5,690,"VPC",1,1
4,3.23826406801774,6,690,"VPC",1,1
5,3.6337033769047,1,690,"VP",1,1
5,5.58320607403462,2,690,"VP",1,1
5,4.81913800796447,3,690,"VP",1,1
5,3.54428280140191,4,690,"VPC",1,1
5,5.63608891383941,5,690,"VPC",1,1
5,4.85065165744414,6,690,"VPC",1,1
6,2.63717533946294,1,690,"VP",1,1
6,4.10746185977063,2,690,"VP",1,1
6,3.35598731490029,3,690,"VP",1,1
6,5.51459667090942,4,690,"VPC",1,1
6,3.36836087170491,5,690,"VPC",1,1
6,4.15704780069743,6,690,"VPC",1,1
1,2.70701020442274,1,691,"VP",1,1
1,2.78663125687792,2,691,"VP",1,1
1,2.33739991648899,3,691,"VP",1,1
1,4.68193834976587,4,691,"VPC",1,1
1,2.917646923784,5,691,"VPC",1,1
1,4.38498754585874,6,691,"VPC",1,1
2,5.09781683871948,1,691,"VP",1,1
2,3.53818034434528,2,691,"VP",1,1
2,4.06142967305678,3,691,"VP",1,1
2,3.37366352761976,4,691,"VPC",1,1
2,3.66438777966319,5,691,"VPC",1,1
2,2.95829503458882,6,691,"VPC",1,1
3,3.00431112308138,1,691,"VP",1,1
3,5.26198147639533,2,691,"VP",1,1
3,2.3453365345978,3,691,"VP",1,1
3,3.6144568764803,4,691,"VPC",1,1
3,2.6872523393091,5,691,"VPC",1,1
3,4.21730427955988,6,691,"VPC",1,1
4,3.08110805169761,1,691,"VP",1,1
4,3.2987247730023,2,691,"VP",1,1
4,4.0644797225774,3,691,"VP",1,1
4,3.62746036255455,4,691,"VPC",1,1
4,3.48335695621594,5,691,"VPC",1,1
4,3.02712082284461,6,691,"VPC",1,1
5,3.53509292528487,1,691,"VP",1,1
5,3.18372892622698,2,691,"VP",1,1
5,3.7883602995033,3,691,"VP",1,1
5,3.60211699352147,4,691,"VPC",1,1
5,2.81935249395016,5,691,"VPC",1,1
5,3.37349246490432,6,691,"VPC",1,1
6,3.20222837173269,1,691,"VP",1,1
6,2.74255880594457,2,691,"VP",1,1
6,4.97979814957001,3,691,"VP",1,1
6,2.55077253616948,4,691,"VPC",1,1
6,5.52432694029988,5,691,"VPC",1,1
6,2.34143136011107,6,691,"VPC",1,1
1,2.56191833758668,1,692,"VP",1,1
1,3.17958490347441,2,692,"VP",1,1
1,3.43598545768292,3,692,"VP",1,1
1,3.09626839593866,4,692,"VPC",1,1
1,3.31301178604417,5,692,"VPC",1,1
1,3.32074592948725,6,692,"VPC",1,1
2,3.90647692615644,1,692,"VP",1,1
2,3.61441909074049,2,692,"VP",1,1
2,4.41889853243464,3,692,"VP",1,1
2,2.8157839956553,4,692,"VPC",1,1
2,2.77405828231216,5,692,"VPC",1,1
2,3.65330354350344,6,692,"VPC",1,1
3,2.53175609268522,1,692,"VP",1,1
3,2.92790668996322,2,692,"VP",1,1
3,2.79858008007465,3,692,"VP",1,1
3,2.78845346660159,4,692,"VPC",1,1
3,2.73424121984884,5,692,"VPC",1,1
3,2.69354420263786,6,692,"VPC",1,1
4,2.57948965796611,1,692,"VP",1,1
4,2.94486854795959,2,692,"VP",1,1
4,3.66153246006621,3,692,"VP",1,1
4,3.97044979799458,4,692,"VPC",1,1
4,3.68457466400263,5,692,"VPC",1,1
4,4.08531659382908,6,692,"VPC",1,1
5,3.67095505909156,1,692,"VP",1,1
5,3.24937474636031,2,692,"VP",1,1
5,3.63970937809752,3,692,"VP",1,1
5,3.15676077363833,4,692,"VPC",1,1
5,2.28091907780865,5,692,"VPC",1,1
5,3.62833868878384,6,692,"VPC",1,1
6,2.66319667048421,1,692,"VP",1,1
6,4.8603548220018,2,692,"VP",1,1
6,4.72300584867294,3,692,"VP",1,1
6,4.82084834645958,4,692,"VPC",1,1
6,4.8688709839277,5,692,"VPC",1,1
6,2.66911803661707,6,692,"VPC",1,1
1,3.97281238211005,1,693,"VP",1,1
1,3.15024999738605,2,693,"VP",1,1
1,3.43746846709645,3,693,"VP",1,1
1,2.830060925745,4,693,"VPC",1,1
1,3.18001348853484,5,693,"VPC",1,1
1,3.42656705941991,6,693,"VPC",1,1
2,3.32266219268858,1,693,"VP",1,1
2,4.62487194544325,2,693,"VP",1,1
2,4.98012845451412,3,693,"VP",1,1
2,5.30007936388506,4,693,"VPC",1,1
2,4.46866596158689,5,693,"VPC",1,1
2,3.20122437207591,6,693,"VPC",1,1
3,3.32977268538868,1,693,"VP",1,1
3,3.34041161238128,2,693,"VP",1,1
3,2.72449694720775,3,693,"VP",1,1
3,4.23946891506253,4,693,"VPC",1,1
3,3.01434172609573,5,693,"VPC",1,1
3,3.45923517673415,6,693,"VPC",1,1
4,2.96069427851441,1,693,"VP",1,1
4,2.60058772390727,2,693,"VP",1,1
4,2.56725520597543,3,693,"VP",1,1
4,3.30090745516715,4,693,"VPC",1,1
4,3.18416366000285,5,693,"VPC",1,1
4,3.58222899134884,6,693,"VPC",1,1
5,3.09972624026211,1,693,"VP",1,1
5,2.08102606740502,2,693,"VP",1,1
5,4.40531376434779,3,693,"VP",1,1
5,2.12605844068744,4,693,"VPC",1,1
5,4.28870024578962,5,693,"VPC",1,1
5,2.14523998828729,6,693,"VPC",1,1
6,2.77501774787442,1,693,"VP",1,1
6,4.61862242966825,2,693,"VP",1,1
6,2.53039505340734,3,693,"VP",1,1
6,3.60178915463843,4,693,"VPC",1,1
6,2.42459994708082,5,693,"VPC",1,1
6,3.17942679364646,6,693,"VPC",1,1
1,2.76858144648824,1,694,"VP",1,1
1,2.19194687758514,2,694,"VP",1,1
1,2.68155675424082,3,694,"VP",1,1
1,2.19623472217213,4,694,"VPC",1,1
1,2.74977486584036,5,694,"VPC",1,1
1,2.2036185846353,6,694,"VPC",1,1
2,2.56115219267311,1,694,"VP",1,1
2,3.08663075989456,2,694,"VP",1,1
2,2.37651831015243,3,694,"VP",1,1
2,4.55038462458979,4,694,"VPC",1,1
2,2.67582170736501,5,694,"VPC",1,1
2,3.69171120907637,6,694,"VPC",1,1
3,3.41022789298881,1,694,"VP",1,1
3,4.93483245705045,2,694,"VP",1,1
3,2.63124198785587,3,694,"VP",1,1
3,3.73330144377705,4,694,"VPC",1,1
3,3.41326950793082,5,694,"VPC",1,1
3,3.92663219504501,6,694,"VPC",1,1
4,3.38423436708831,1,694,"VP",1,1
4,2.65703360323741,2,694,"VP",1,1
4,3.01341536860313,3,694,"VP",1,1
4,2.64646481017711,4,694,"VPC",1,1
4,3.48181163986628,5,694,"VPC",1,1
4,2.13908384171132,6,694,"VPC",1,1
5,2.81756415071541,1,694,"VP",1,1
5,3.21774441423326,2,694,"VP",1,1
5,4.76861867379081,3,694,"VP",1,1
5,3.5394788606314,4,694,"VPC",1,1
5,4.62977338287088,5,694,"VPC",1,1
5,4.1476928215273,6,694,"VPC",1,1
6,2.73304394207829,1,694,"VP",1,1
6,4.98629580119839,2,694,"VP",1,1
6,2.3004009876811,3,694,"VP",1,1
6,4.19913494082824,4,694,"VPC",1,1
6,2.57898408011086,5,694,"VPC",1,1
6,3.21754513075133,6,694,"VPC",1,1
1,2.44176076694729,1,695,"VP",1,1
1,2.6489588097406,2,695,"VP",1,1
1,4.06189990279767,3,695,"VP",1,1
1,3.06320752660896,4,695,"VPC",1,1
1,4.0042734047042,5,695,"VPC",1,1
1,2.52293727834699,6,695,"VPC",1,1
2,4.92557122572673,1,695,"VP",1,1
2,5.89956733655089,2,695,"VP",1,1
2,3.06846598053079,3,695,"VP",1,1
2,5.68614550943653,4,695,"VPC",1,1
2,4.74003161707582,5,695,"VPC",1,1
2,3.17703961248248,6,695,"VPC",1,1
3,3.7838067819282,1,695,"VP",1,1
3,4.15559096995497,2,695,"VP",1,1
3,2.43971879653363,3,695,"VP",1,1
3,3.77352952811601,4,695,"VPC",1,1
3,3.58980438094964,5,695,"VPC",1,1
3,3.28557906387396,6,695,"VPC",1,1
4,3.80678899307911,1,695,"VP",1,1
4,2.7241877999878,2,695,"VP",1,1
4,2.28450278157806,3,695,"VP",1,1
4,2.77341305047695,4,695,"VPC",1,1
4,3.69236641040741,5,695,"VPC",1,1
4,2.55998252657901,6,695,"VPC",1,1
5,2.22259740732122,1,695,"VP",1,1
5,3.01108621568198,2,695,"VP",1,1
5,2.94426055324449,3,695,"VP",1,1
5,2.54831979352769,4,695,"VPC",1,1
5,3.00968459381419,5,695,"VPC",1,1
5,2.46770681204265,6,695,"VPC",1,1
6,2.29246200311137,1,695,"VP",1,1
6,4.80352451483304,2,695,"VP",1,1
6,2.15346668372239,3,695,"VP",1,1
6,3.96019937141572,4,695,"VPC",1,1
6,2.3774728789691,5,695,"VPC",1,1
6,3.41887687423077,6,695,"VPC",1,1
1,3.59737726043251,1,696,"VP",1,1
1,4.04349260966185,2,696,"VP",1,1
1,3.23788637924238,3,696,"VP",1,1
1,3.058585144657,4,696,"VPC",1,1
1,3.92196757647711,5,696,"VPC",1,1
1,3.17974610132679,6,696,"VPC",1,1
2,2.51445524169411,1,696,"VP",1,1
2,3.20749099490645,2,696,"VP",1,1
2,4.21465918365019,3,696,"VP",1,1
2,4.01691086153447,4,696,"VPC",1,1
2,4.47047399075134,5,696,"VPC",1,1
2,3.41014342659619,6,696,"VPC",1,1
3,2.73266979705579,1,696,"VP",1,1
3,2.98672612470894,2,696,"VP",1,1
3,3.39673063221125,3,696,"VP",1,1
3,4.5321861000947,4,696,"VPC",1,1
3,2.90110868111885,5,696,"VPC",1,1
3,4.8697512052083,6,696,"VPC",1,1
4,2.5949793683826,1,696,"VP",1,1
4,3.65962317489632,2,696,"VP",1,1
4,4.8741251150448,3,696,"VP",1,1
4,4.73283389259543,4,696,"VPC",1,1
4,4.79391550499286,5,696,"VPC",1,1
4,3.41754413564559,6,696,"VPC",1,1
5,2.88220313332076,1,696,"VP",1,1
5,3.92912438345787,2,696,"VP",1,1
5,2.79128176029452,3,696,"VP",1,1
5,3.8332410831987,4,696,"VPC",1,1
5,2.92220218000647,5,696,"VPC",1,1
5,2.6085111267971,6,696,"VPC",1,1
6,2.81343627430161,1,696,"VP",1,1
6,4.13141508177683,2,696,"VP",1,1
6,2.62415029285658,3,696,"VP",1,1
6,3.8266204322025,4,696,"VPC",1,1
6,2.72675279967898,5,696,"VPC",1,1
6,2.61864550596045,6,696,"VPC",1,1
1,3.10479219773018,1,697,"VP",1,1
1,2.9012817312766,2,697,"VP",1,1
1,2.89643252041624,3,697,"VP",1,1
1,2.74583258102076,4,697,"VPC",1,1
1,3.81181770036596,5,697,"VPC",1,1
1,2.90532133287999,6,697,"VPC",1,1
2,2.64259072673958,1,697,"VP",1,1
2,3.7170891776135,2,697,"VP",1,1
2,2.46802526301431,3,697,"VP",1,1
2,2.90403245207776,4,697,"VPC",1,1
2,2.65080338656149,5,697,"VPC",1,1
2,3.49351258319077,6,697,"VPC",1,1
3,4.89736728861061,1,697,"VP",1,1
3,2.92151814976761,2,697,"VP",1,1
3,4.5107736072433,3,697,"VP",1,1
3,3.8096406993938,4,697,"VPC",1,1
3,2.75145862188954,5,697,"VPC",1,1
3,2.8901550077099,6,697,"VPC",1,1
4,3.60814582530525,1,697,"VP",1,1
4,4.49946035481119,2,697,"VP",1,1
4,4.46765219779875,3,697,"VP",1,1
4,4.8372706276026,4,697,"VPC",1,1
4,3.45985869145095,5,697,"VPC",1,1
4,2.95229065136331,6,697,"VPC",1,1
5,2.55697626481102,1,697,"VP",1,1
5,2.99216852710037,2,697,"VP",1,1
5,3.54722040679819,3,697,"VP",1,1
5,3.07611750827095,4,697,"VPC",1,1
5,4.01095503566638,5,697,"VPC",1,1
5,3.16313734690038,6,697,"VPC",1,1
6,3.3555336365419,1,697,"VP",1,1
6,2.8280533089018,2,697,"VP",1,1
6,3.34073980319134,3,697,"VP",1,1
6,3.6050049372415,4,697,"VPC",1,1
6,2.02949152081813,5,697,"VPC",1,1
6,2.97743986367549,6,697,"VPC",1,1
1,4.16506542821213,1,698,"VP",1,1
1,3.32298925953841,2,698,"VP",1,1
1,4.5022275287783,3,698,"VP",1,1
1,2.9130877485246,4,698,"VPC",1,1
1,2.53465293170473,5,698,"VPC",1,1
1,3.53584894420769,6,698,"VPC",1,1
2,2.82831548130318,1,698,"VP",1,1
2,4.97870810903314,2,698,"VP",1,1
2,2.4450185368015,3,698,"VP",1,1
2,3.30687669777229,4,698,"VPC",1,1
2,2.71551974054692,5,698,"VPC",1,1
2,4.30796314771074,6,698,"VPC",1,1
3,3.923531727656,1,698,"VP",1,1
3,3.61047594077322,2,698,"VP",1,1
3,2.8956491553801,3,698,"VP",1,1
3,3.70715436510174,4,698,"VPC",1,1
3,3.43640404545082,5,698,"VPC",1,1
3,3.01635624764483,6,698,"VPC",1,1
4,3.07886899383527,1,698,"VP",1,1
4,5.16784187403415,2,698,"VP",1,1
4,3.26575006085545,3,698,"VP",1,1
4,3.5492594485457,4,698,"VPC",1,1
4,3.41453995915946,5,698,"VPC",1,1
4,5.79979879884021,6,698,"VPC",1,1
5,3.78770781346314,1,698,"VP",1,1
5,2.57027774094271,2,698,"VP",1,1
5,3.7020490941907,3,698,"VP",1,1
5,3.02436842435669,4,698,"VPC",1,1
5,2.15026902078938,5,698,"VPC",1,1
5,2.6731638616606,6,698,"VPC",1,1
6,2.7044146400458,1,698,"VP",1,1
6,3.78048020074142,2,698,"VP",1,1
6,2.79724078654366,3,698,"VP",1,1
6,3.82839946969227,4,698,"VPC",1,1
6,2.86902408326571,5,698,"VPC",1,1
6,2.82985681458193,6,698,"VPC",1,1
1,2.6718565847067,1,699,"VP",1,1
1,4.86457995775528,2,699,"VP",1,1
1,2.85372557798804,3,699,"VP",1,1
1,3.34300694926233,4,699,"VPC",1,1
1,2.85663571467969,5,699,"VPC",1,1
1,5.5296568050325,6,699,"VPC",1,1
2,2.79974069865495,1,699,"VP",1,1
2,3.44317851340238,2,699,"VP",1,1
2,3.31945169339394,3,699,"VP",1,1
2,3.02262517013243,4,699,"VPC",1,1
2,3.14054093667669,5,699,"VPC",1,1
2,3.24318220828843,6,699,"VPC",1,1
3,4.07616147242727,1,699,"VP",1,1
3,3.50733730637668,2,699,"VP",1,1
3,3.60509814155111,3,699,"VP",1,1
3,4.12020221307612,4,699,"VPC",1,1
3,3.30192209418348,5,699,"VPC",1,1
3,4.85385320638245,6,699,"VPC",1,1
4,3.89925304750449,1,699,"VP",1,1
4,2.40092387892432,2,699,"VP",1,1
4,2.76689095371725,3,699,"VP",1,1
4,2.09736929465675,4,699,"VPC",1,1
4,4.14651919241854,5,699,"VPC",1,1
4,2.35651510743892,6,699,"VPC",1,1
5,2.7556099846567,1,699,"VP",1,1
5,2.43122380135775,2,699,"VP",1,1
5,2.75812346766216,3,699,"VP",1,1
5,2.41657114153356,4,699,"VPC",1,1
5,2.93442216901357,5,699,"VPC",1,1
5,2.46361999293611,6,699,"VPC",1,1
6,3.29379641590934,1,699,"VP",1,1
6,2.40017988586182,2,699,"VP",1,1
6,4.71147636172218,3,699,"VP",1,1
6,2.56798990722002,4,699,"VPC",1,1
6,5.15805338101612,5,699,"VPC",1,1
6,2.36361565456599,6,699,"VPC",1,1
1,3.58089606865527,1,700,"VP",1,1
1,2.82631745479944,2,700,"VP",1,1
1,3.57377645960372,3,700,"VP",1,1
1,3.8359084404589,4,700,"VPC",1,1
1,2.94776520436552,5,700,"VPC",1,1
1,3.77959854545626,6,700,"VPC",1,1
2,2.69724539139956,1,700,"VP",1,1
2,3.4092142633664,2,700,"VP",1,1
2,3.45378260724091,3,700,"VP",1,1
2,3.387176504156,4,700,"VPC",1,1
2,2.83745997451374,5,700,"VPC",1,1
2,2.12400898455778,6,700,"VPC",1,1
3,2.73266913239461,1,700,"VP",1,1
3,3.17055086364129,2,700,"VP",1,1
3,4.48822742164843,3,700,"VP",1,1
3,2.76199339659264,4,700,"VPC",1,1
3,3.94330844226454,5,700,"VPC",1,1
3,2.53062901145559,6,700,"VPC",1,1
4,3.18643749128145,1,700,"VP",1,1
4,3.19763442971541,2,700,"VP",1,1
4,2.70078208433236,3,700,"VP",1,1
4,3.27140446354872,4,700,"VPC",1,1
4,2.51913364882858,5,700,"VPC",1,1
4,2.37647436646253,6,700,"VPC",1,1
5,5.7421434380372,1,700,"VP",1,1
5,2.34470206751105,2,700,"VP",1,1
5,4.509223943903,3,700,"VP",1,1
5,2.32402460237171,4,700,"VPC",1,1
5,4.00439939110244,5,700,"VPC",1,1
5,2.40686200375422,6,700,"VPC",1,1
6,2.78829897030459,1,700,"VP",1,1
6,3.1372944608724,2,700,"VP",1,1
6,2.77398136867808,3,700,"VP",1,1
6,3.23823102508811,4,700,"VPC",1,1
6,2.77807978162146,5,700,"VPC",1,1
6,2.94520729414119,6,700,"VPC",1,1
1,3.19121825577974,1,701,"VP",1,1
1,2.30440490625715,2,701,"VP",1,1
1,3.58739154070975,3,701,"VP",1,1
1,2.47538567960268,4,701,"VPC",1,1
1,3.3895657691926,5,701,"VPC",1,1
1,2.36227504554294,6,701,"VPC",1,1
2,2.41184311150115,1,701,"VP",1,1
2,3.01470594788756,2,701,"VP",1,1
2,2.41139910460668,3,701,"VP",1,1
2,3.07990805614543,4,701,"VPC",1,1
2,2.61316043298452,5,701,"VPC",1,1
2,2.63400832763823,6,701,"VPC",1,1
3,2.68995309053029,1,701,"VP",1,1
3,4.29085088189335,2,701,"VP",1,1
3,2.90771251061296,3,701,"VP",1,1
3,6.09922948780185,4,701,"VPC",1,1
3,2.33798744661057,5,701,"VPC",1,1
3,4.72376493275237,6,701,"VPC",1,1
4,3.27221696143437,1,701,"VP",1,1
4,3.7170998538654,2,701,"VP",1,1
4,3.23770741882422,3,701,"VP",1,1
4,4.11047157789952,4,701,"VPC",1,1
4,3.68307485912082,5,701,"VPC",1,1
4,2.77161748192684,6,701,"VPC",1,1
5,3.65055199921243,1,701,"VP",1,1
5,4.13175146323594,2,701,"VP",1,1
5,3.19592899350662,3,701,"VP",1,1
5,4.29082762503264,4,701,"VPC",1,1
5,2.51378620055404,5,701,"VPC",1,1
5,2.94101299426752,6,701,"VPC",1,1
6,4.24679122458837,1,701,"VP",1,1
6,2.73276914993965,2,701,"VP",1,1
6,2.87752344979589,3,701,"VP",1,1
6,4.56225102454794,4,701,"VPC",1,1
6,4.09402023912417,5,701,"VPC",1,1
6,4.55010218430948,6,701,"VPC",1,1
1,2.99112775048476,1,702,"VP",1,1
1,4.45287114764137,2,702,"VP",1,1
1,3.72797122606023,3,702,"VP",1,1
1,3.74292150746349,4,702,"VPC",1,1
1,3.65849421938593,5,702,"VPC",1,1
1,5.48172668611454,6,702,"VPC",1,1
2,3.16896421642155,1,702,"VP",1,1
2,3.78272053990923,2,702,"VP",1,1
2,3.14883203097398,3,702,"VP",1,1
